9/22/2015 8:36:05 AM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/DashBoard/QuanlyAnh.aspx|huyenhs|Truy cập trang:Quản lý ảnh
9/22/2015 3:41:00 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_09_Videos/AddTTrafficSafety_09_Videos.aspx|huyenhs|Truy cập trang:Thêm Videos
9/22/2015 3:41:08 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_09_Videos/ShowTTrafficSafety_09_VideosTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Videos
9/22/2015 3:41:12 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_09_Videos/EditTTrafficSafety_09_Videos.aspx?TTrafficSafety_09_Videos=<key><cv><c>Id</c><v>12</v></cv></key>|huyenhs|Truy cập trang:Sửa  Videos
9/22/2015 3:41:41 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_09_Videos/ShowTTrafficSafety_09_VideosTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Videos
9/22/2015 3:47:21 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_09_Videos/ShowTTrafficSafety_09_VideosTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Videos
9/22/2015 3:47:26 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_09_Videos/EditTTrafficSafety_09_Videos.aspx?TTrafficSafety_09_Videos=<key><cv><c>Id</c><v>12</v></cv></key>|huyenhs|Truy cập trang:Sửa  Videos
9/22/2015 3:47:31 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_09_Videos/ShowTTrafficSafety_09_VideosTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Videos
9/22/2015 3:47:38 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_09_Videos/EditTTrafficSafety_09_Videos.aspx?TTrafficSafety_09_Videos=<key><cv><c>Id</c><v>12</v></cv></key>|huyenhs|Truy cập trang:Sửa  Videos
9/22/2015 3:48:16 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_09_Videos/ShowTTrafficSafety_09_VideosTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Videos
9/22/2015 3:48:35 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_10_BinhLuan/ShowTTrafficSafety_10_BinhLuanTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Bình luận của độc giả
9/22/2015 3:55:58 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_10_BinhLuan/ShowTTrafficSafety_10_BinhLuanTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Bình luận của độc giả
9/22/2015 3:56:06 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_10_BinhLuan/ShowTTrafficSafety_10_BinhLuanTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Bình luận của độc giả
9/22/2015 3:56:24 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_10_BinhLuan/ShowTTrafficSafety_10_BinhLuanTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Bình luận của độc giả
9/22/2015 3:56:31 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tSa05_DonVi/ShowTSa05_DonViTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Đơn vị
9/22/2015 3:56:38 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tSa05_DonVi/AddTSa05_DonVi.aspx|huyenhs|Truy cập trang:Thêm Đơn vị
9/22/2015 3:56:44 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tSa04_ChucVu/ShowTSa04_ChucVuTable.aspx|huyenhs|Truy cập trang:Xem danh sách  Chức vụ
9/22/2015 3:56:46 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tSa04_ChucVu/AddTSa04_ChucVu.aspx|huyenhs|Truy cập trang:Thêm Chức vụ
9/22/2015 3:56:55 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_25_KhachHangQuangCao/ShowTTrafficSafety_25_KhachHangQuangCaoTable.aspx|huyenhs|Truy cập trang:Xem danh sách khách hàng quảng cáo
9/22/2015 3:56:58 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_25_KhachHangQuangCao/AddTTrafficSafety_25_KhachHangQuangCao.aspx|huyenhs|Truy cập trang:Thêm khách hàng quảng cáo
9/22/2015 3:57:02 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_25_KhachHangQuangCao/ShowTTrafficSafety_25_KhachHangQuangCaoTable.aspx|huyenhs|Truy cập trang:Xem danh sách khách hàng quảng cáo
9/22/2015 3:57:04 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_25_KhachHangQuangCao/EditTTrafficSafety_25_KhachHangQuangCao.aspx?TTrafficSafety_25_KhachHangQuangCao=<key><cv><c>Id</c><v>1</v></cv></key>|huyenhs|Truy cập trang:Sửa khách hàng quảng cáo
9/22/2015 3:57:09 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/ShowTTrafficSafety_26_QuangCaoTable.aspx|huyenhs|Truy cập trang:Xem danh sách quảng cáo
9/22/2015 3:57:11 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:02:38 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:04:47 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:08:34 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:12:06 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:31:53 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:31:58 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:34:15 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:39:55 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:41:00 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/ShowTTrafficSafety_26_QuangCaoTable.aspx|huyenhs|Truy cập trang:Xem danh sách quảng cáo
9/22/2015 4:41:02 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 4:42:18 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 6:54:45 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 6:56:36 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 6:58:23 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 6:59:50 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 7:03:26 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 7:03:37 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/ShowTTrafficSafety_26_QuangCaoTable.aspx|huyenhs|Truy cập trang:Xem danh sách quảng cáo
9/22/2015 7:03:47 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 7:07:55 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 7:09:38 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 7:11:25 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/ShowTTrafficSafety_26_QuangCaoTable.aspx|huyenhs|Truy cập trang:Xem danh sách quảng cáo
9/22/2015 7:11:27 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 7:11:38 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/ShowTTrafficSafety_26_QuangCaoTable.aspx|huyenhs|Truy cập trang:Xem danh sách quảng cáo
9/22/2015 7:11:40 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/EditTTrafficSafety_26_QuangCao.aspx?TTrafficSafety_26_QuangCao=<key><cv><c>Id</c><v>1</v></cv></key>|huyenhs|Truy cập trang:Sửa quảng cáo
9/22/2015 7:15:10 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/EditTTrafficSafety_26_QuangCao.aspx?TTrafficSafety_26_QuangCao=<key><cv><c>Id</c><v>1</v></cv></key>|huyenhs|Truy cập trang:Sửa quảng cáo
9/22/2015 7:15:43 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 7:18:54 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 7:23:25 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/tTrafficSafety_26_QuangCao/AddTTrafficSafety_26_QuangCao.aspx|huyenhs|Truy cập trang:Thêm quảng cáo
9/22/2015 7:31:05 PM | ::1 | huyen | http://it.mt.gov.vn/dctquantri/DashBoard/DashBoard.aspx|huyenhs|Truy cập trang:Tổng quan
